Name,Location,Price,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Mileage_final,Engine_cc,Power_bhp,New_Price_thousand,State,KRW,KRW_state_year,Age,Owner_Rank,log_Price,data_split
Honda City i DTEC V,Kochi,10470.12,2016,84580,Diesel,Manual,First,26.0 kmpl,1498 CC,98.6 bhp,5.0,,26.0,1498.0,98.6,,Kerala,2493.69,2493.69,4,1,9.256280765116953,labeled_for_modeling
Maruti 800 Std,Jaipur,781.81,2002,75000,Petrol,Manual,First,16.1 kmpl,796 CC,37 bhp,4.0,,16.1,796.0,37.0,,Rajasthan,1723.88,1723.88,18,1,6.661611744272189,labeled_for_modeling
Ford Ikon 1.3 Flair,Pune,1057.74,2006,85000,Petrol,Manual,Second,13.8 kmpl,1299 CC,70 bhp,5.0,,13.8,1299.0,70.0,,Maharashtra,2736.81,2736.81,14,2,6.963889835525707,labeled_for_modeling
Maruti Swift Dzire LXI,Delhi,7128.26,2015,24296,Petrol,Manual,First,20.85 kmpl,1197 CC,83.14 bhp,5.0,,20.85,1197.0,83.14,,Delhi,4053.92,4053.92,5,1,8.871822444355226,labeled_for_modeling
Honda City 1.5 V MT Sunroof,Kolkata,9948.91,2014,40000,Petrol,Manual,First,16.8 kmpl,1497 CC,116.3 bhp,5.0,,16.8,1497.0,116.3,,West Bengal,1033.14,1033.14,6,1,9.205218276413154,labeled_for_modeling
Hyundai Verna CRDi,Chennai,4445.58,2009,64514,Diesel,Manual,First,16.8 kmpl,1493 CC,110 bhp,5.0,,16.8,1493.0,110.0,,Tamil Nadu,3144.42,3144.42,11,1,8.399665623125287,labeled_for_modeling
Hyundai Verna 1.6 SX VTVT,Delhi,11343.9,2016,35000,Petrol,Manual,First,17.01 kmpl,1591 CC,121.3 bhp,5.0,,17.01,1591.0,121.3,,Delhi,4433.37,4433.37,4,1,9.336435433500332,labeled_for_modeling
Renault KWID RXT,Bangalore,4982.12,2016,41000,Petrol,Manual,Second,25.17 kmpl,799 CC,53.3 bhp,5.0,,25.17,799.0,53.3,,Karnataka,2548.47,2548.47,4,2,8.513610782244209,labeled_for_modeling
Maruti Wagon R LXI,Ahmedabad,2989.27,2008,60123,Petrol,Manual,Second,18.9 kmpl,998 CC,67.1 bhp,5.0,,18.9,998.0,67.1,,Gujarat,3109.86,3109.86,12,2,8.002784489418772,labeled_for_modeling
Hyundai Grand i10 Sportz,Jaipur,6131.84,2015,53000,Petrol,Manual,Second,18.9 kmpl,1197 CC,82 bhp,5.0,,18.9,1197.0,82.0,,Rajasthan,1251.39,1251.39,5,2,8.721250147022454,labeled_for_modeling
Hyundai i20 1.2 Asta,Delhi,10500.78,2017,9000,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5.0,,18.6,1197.0,81.83,,Delhi,4774.84,4774.84,3,1,9.259204819100853,labeled_for_modeling
Honda Amaze S i-Vtech,Coimbatore,8354.63,2015,53497,Petrol,Manual,First,18.0 kmpl,1198 CC,86.7 bhp,5.0,,18.0,1198.0,86.7,,Tamil Nadu,2130.42,2130.42,5,1,9.030571155189525,labeled_for_modeling
Ford Fiesta 1.4 Duratorq ZXI,Hyderabad,3050.59,2007,68000,Diesel,Manual,First,17.8 kmpl,1399 CC,68 bhp,5.0,,17.8,1399.0,68.0,,Telangana,3386.01,3386.01,13,1,8.023090293516796,labeled_for_modeling
Hyundai Verna SX CRDi AT,Hyderabad,13781.31,2014,65000,Diesel,Automatic,First,19.08 kmpl,1582 CC,126.32 bhp,5.0,,19.08,1582.0,126.32,,Telangana,1861.56,1861.56,6,1,9.531068605361275,labeled_for_modeling
Toyota Etios VD SP,Kolkata,9964.24,2014,45155,Diesel,Manual,First,23.59 kmpl,1364 CC,67.04 bhp,5.0,,23.59,1364.0,67.04,,West Bengal,1033.14,1033.14,6,1,9.206757962804154,labeled_for_modeling
Honda Jazz 1.2 V CVT i VTEC,Coimbatore,14210.54,2018,20026,Petrol,Automatic,First,19.0 kmpl,1199 CC,88.7 bhp,5.0,,19.0,1199.0,88.7,,Tamil Nadu,2915.6,2915.6,2,1,9.561739221776572,labeled_for_modeling
Hyundai Verna 1.6 CRDi SX,Ahmedabad,10715.39,2015,60000,Diesel,Manual,First,23.9 kmpl,1582 CC,126.2 bhp,5.0,,23.9,1582.0,126.2,,Gujarat,2088.81,2088.81,5,1,9.279436304818796,labeled_for_modeling
Mercedes-Benz CLA 200 D Sport Edition,Coimbatore,56351.61,2019,15976,Diesel,Automatic,First,17.9 kmpl,2143 CC,136 bhp,5.0,,17.9,2143.0,136.0,,Tamil Nadu,3092.48,3092.48,1,1,10.939366090488338,labeled_for_modeling
Skoda Octavia Elegance 1.8 TSI AT,Kochi,26182.96,2017,30523,Petrol,Automatic,First,14.7 kmpl,1798 CC,177.5 bhp,5.0,,14.7,1798.0,177.5,,Kerala,2748.78,2748.78,3,1,10.172864096479886,labeled_for_modeling
Chevrolet Beat Diesel LS,Kolkata,4292.29,2013,26300,Diesel,Manual,First,25.44 kmpl,936 CC,57.6 bhp,5.0,,25.44,936.0,57.6,,West Bengal,988.98,988.98,7,1,8.364575669035572,labeled_for_modeling
Volkswagen Polo Diesel Trendline 1.2L,Kolkata,3817.07,2011,66000,Diesel,Manual,First,22.07 kmpl,1199 CC,73.9 bhp,5.0,,22.07,1199.0,73.9,,West Bengal,773.14,773.14,9,1,8.247238391586766,labeled_for_modeling
Maruti SX4 S Cross DDiS 200 Zeta,Jaipur,13566.7,2016,70000,Diesel,Manual,First,23.65 kmpl,1248 CC,88.5 bhp,5.0,,23.65,1248.0,88.5,,Rajasthan,1378.86,1378.86,4,1,9.515373539762015,labeled_for_modeling
Honda City V MT,Ahmedabad,6361.78,2011,46000,Petrol,Manual,First,16.8 kmpl,1497 CC,116.3 bhp,5.0,,16.8,1497.0,116.3,,Gujarat,1312.22,1312.22,9,1,8.758063491390523,labeled_for_modeling
Volkswagen Vento 1.5 TDI Highline,Hyderabad,15329.6,2017,28000,Diesel,Manual,First,20.64 kmpl,1498 CC,108.5 bhp,5.0,14.2 Lakh,20.64,1498.0,108.5,1420.0,Telangana,2690.37,2690.37,3,1,9.637540878896608,labeled_for_modeling
Hyundai Grand i10 1.2 Kappa Magna,Delhi,7281.56,2017,46000,Petrol,Manual,First,18.9 kmpl,1197 CC,81.86 bhp,5.0,6.54 Lakh,18.9,1197.0,81.86,654.0,Delhi,4774.84,4774.84,3,1,8.893100403949113,labeled_for_modeling
Renault KWID AMT RXL,Jaipur,4905.47,2017,33000,Petrol,Automatic,First,24.04 kmpl,999 CC,67 bhp,5.0,,24.04,999.0,67.0,,Rajasthan,1480.47,1480.47,3,1,8.498106188000197,labeled_for_modeling
Maruti Alto 800 LXI,Kochi,5028.11,2017,27718,Petrol,Manual,First,22.74 kmpl,796 CC,47.3 bhp,5.0,,22.74,796.0,47.3,,Kerala,2748.78,2748.78,3,1,8.522799446956908,labeled_for_modeling
Ford Ecosport 1.5 Ti VCT MT Titanium,Bangalore,11497.2,2013,58000,Petrol,Manual,First,15.8 kmpl,1499 CC,110 bhp,5.0,,15.8,1499.0,110.0,,Karnataka,1782.44,1782.44,7,1,9.349858806444828,labeled_for_modeling
Maruti Baleno Zeta,Coimbatore,11328.57,2018,33150,Petrol,Manual,First,21.4 kmpl,1197 CC,83.1 bhp,5.0,8.71 Lakh,21.4,1197.0,83.1,871.0000000000001,Tamil Nadu,2915.6,2915.6,2,1,9.335083132464213,labeled_for_modeling
Maruti Ritz VDi,Pune,5595.3,2013,77000,Diesel,Manual,First,23.2 kmpl,1248 CC,73.94 bhp,5.0,,23.2,1248.0,73.94,,Maharashtra,1878.92,1878.92,7,1,8.629682238611512,labeled_for_modeling
Mercedes-Benz E-Class 280 CDI,Chennai,16862.56,2007,70000,Diesel,Automatic,First,11.0 kmpl,2987 CC,198.5 bhp,5.0,,11.0,2987.0,198.5,,Tamil Nadu,3144.42,3144.42,13,1,9.732851058700934,labeled_for_modeling
Maruti Ritz VDi,Kolkata,4598.88,2012,97000,Diesel,Manual,First,23.2 kmpl,1248 CC,73.94 bhp,5.0,,23.2,1248.0,73.94,,West Bengal,872.92,872.92,8,1,8.433568074570672,labeled_for_modeling
Chevrolet Beat Diesel LT,Chennai,3449.16,2012,75300,Diesel,Manual,Second,25.44 kmpl,936 CC,57.6 bhp,5.0,,25.44,936.0,57.6,,Tamil Nadu,1580.1,1580.1,8,2,8.145886002118893,labeled_for_modeling
Maruti SX4 Vxi BSIV,Kochi,4338.28,2010,69918,Petrol,Manual,First,15.5 kmpl,1586 CC,103.3 bhp,5.0,,15.5,1586.0,103.3,,Kerala,2916.48,2916.48,10,1,8.375233235177499,labeled_for_modeling
Maruti Omni 5 Seater BSIV,Coimbatore,6300.47,2019,4721,Petrol,Manual,First,14.0 kmpl,796 CC,35 bhp,5.0,,14.0,796.0,35.0,,Tamil Nadu,3092.48,3092.48,1,1,8.74837951277155,labeled_for_modeling
Mitsubishi Pajero Sport Anniversary Edition,Kolkata,22534.51,2014,39163,Diesel,Manual,First,13.5 kmpl,2477 CC,178 bhp,7.0,,13.5,2477.0,178.0,,West Bengal,1033.14,1033.14,6,1,10.022803190934496,labeled_for_modeling
Mercedes-Benz S Class 2005 2013 S 300 L,Pune,38324.0,2013,80000,Petrol,Automatic,First,13.0 kmpl,2987 CC,210 bhp,5.0,,13.0,2987.0,210.0,,Maharashtra,1878.92,1878.92,7,1,10.553831610770764,labeled_for_modeling
Chevrolet Beat Diesel LS,Bangalore,3602.46,2015,66000,Diesel,Manual,First,25.44 kmpl,936 CC,56.3 bhp,5.0,,25.44,936.0,56.3,,Karnataka,2221.62,2221.62,5,1,8.189372224411617,labeled_for_modeling
Ford Figo 2015-2019 1.5D Titanium MT,Coimbatore,9826.27,2017,36154,Diesel,Manual,Second,25.83 kmpl,1498 CC,99 bhp,5.0,,25.83,1498.0,99.0,,Tamil Nadu,2629.14,2629.14,3,2,9.192814690470353,labeled_for_modeling
Honda City i-VTEC VX,Ahmedabad,8814.52,2012,34000,Petrol,Manual,First,17.4 kmpl,1497 CC,117.3 bhp,5.0,12.68 Lakh,17.4,1497.0,117.3,1268.0,Gujarat,1542.39,1542.39,8,1,9.084155640711822,labeled_for_modeling
Mercedes-Benz GLA Class 200 CDI SPORT,Chennai,26903.45,2016,60000,Diesel,Automatic,Second,17.9 kmpl,2143 CC,136 bhp,5.0,,17.9,2143.0,136.0,,Tamil Nadu,2348.93,2348.93,4,2,10.200009810154349,labeled_for_modeling
Hyundai Creta 1.4 CRDi S Plus,Jaipur,15712.84,2015,32000,Diesel,Manual,First,21.38 kmpl,1396 CC,88.7 bhp,5.0,,21.38,1396.0,88.7,,Rajasthan,1251.39,1251.39,5,1,9.66223349148698,labeled_for_modeling
Ford Fiesta Classic 1.4 Duratorq CLXI,Kochi,4844.15,2012,79985,Diesel,Manual,First,17.8 kmpl,1399 CC,67 bhp,5.0,,17.8,1399.0,67.0,,Kerala,1654.71,1654.71,8,1,8.485527070337225,labeled_for_modeling
Audi A4 2.0 TDI,Bangalore,34491.6,2014,37600,Diesel,Automatic,Second,16.55 kmpl,1968 CC,147.51 bhp,5.0,,16.55,1968.0,147.51,,Karnataka,1950.36,1950.36,6,2,10.448471095112938,labeled_for_modeling
Hyundai i10 Magna 1.1,Kochi,5442.01,2015,31965,Petrol,Manual,First,19.81 kmpl,1086 CC,68.05 bhp,5.0,,19.81,1086.0,68.05,,Kerala,2222.0,2222.0,5,1,8.601903756901224,labeled_for_modeling
BMW 3 Series 320i Sedan,Kochi,15114.99,2010,70749,Petrol,Automatic,First,12.05 kmpl,1995 CC,154 bhp,5.0,,12.05,1995.0,154.0,,Kerala,2916.48,2916.48,10,1,9.623442245618897,labeled_for_modeling
BMW 7 Series 730Ld,Chennai,68983.2,2013,38000,Diesel,Automatic,First,16.46 kmpl,2993 CC,258 bhp,5.0,,16.46,2993.0,258.0,,Tamil Nadu,1754.4,1754.4,7,1,11.141618275672883,labeled_for_modeling
Hyundai Verna 1.6 SX VTVT,Kochi,12248.35,2017,41534,Petrol,Manual,First,17.01 kmpl,1591 CC,121.3 bhp,5.0,,17.01,1591.0,121.3,,Kerala,2748.78,2748.78,3,1,9.413146513023287,labeled_for_modeling
Volkswagen Ameo 1.5 TDI Comfortline AT,Jaipur,9964.24,2017,54455,Diesel,Automatic,First,22.0 kmpl,1498 CC,108.495 bhp,5.0,,22.0,1498.0,108.495,,Rajasthan,1480.47,1480.47,3,1,9.206757962804154,labeled_for_modeling
Chevrolet Aveo 1.4 LS,Kolkata,1149.72,2007,42000,Petrol,Manual,First,14.49 kmpl,1399 CC,92.7 bhp,5.0,,14.49,1399.0,92.7,,West Bengal,1576.62,1576.62,13,1,7.047273713450783,labeled_for_modeling
Chevrolet Cruze LTZ,Coimbatore,15130.32,2018,52073,Diesel,Manual,Second,18.3 kmpl,1991 CC,147.9 bhp,5.0,,18.3,1991.0,147.9,,Tamil Nadu,2915.6,2915.6,2,2,9.62445595659179,labeled_for_modeling
Hyundai i20 1.4 Sportz,Kochi,9749.63,2018,40175,Diesel,Manual,Second,22.54 kmpl,1396 CC,88.73 bhp,5.0,,22.54,1396.0,88.73,,Kerala,3081.56,3081.56,2,2,9.184984614553873,labeled_for_modeling
Honda BRV i-VTEC V CVT,Mumbai,14563.12,2017,16503,Petrol,Automatic,First,16.0 kmpl,1497 CC,117.3 bhp,7.0,15.02 Lakh,16.0,1497.0,117.3,1502.0,Maharashtra,2589.95,2589.95,3,1,9.586247584509058,labeled_for_modeling
Hyundai Xcent 1.2 Kappa SX,Kochi,9274.41,2017,15029,Petrol,Manual,First,19.1 kmpl,1197 CC,82 bhp,5.0,,19.1,1197.0,82.0,,Kerala,2748.78,2748.78,3,1,9.135014273592477,labeled_for_modeling
Maruti Alto 800 CNG LXI,Mumbai,3295.86,2013,26200,CNG,Manual,First,30.46 kmpl,796 CC,47.3 bhp,5.0,,30.46,796.0,47.3,,Maharashtra,1878.92,1878.92,7,1,8.100422414399088,labeled_for_modeling
Hyundai Grand i10 CRDi Sportz,Hyderabad,8431.28,2015,76362,Diesel,Manual,First,24.0 kmpl,1120 CC,70 bhp,5.0,,24.0,1120.0,70.0,,Telangana,2112.6,2112.6,5,1,9.039703878140989,labeled_for_modeling
Maruti Alto LXi,Kolkata,1916.2,2007,18700,Petrol,Manual,Second,19.7 kmpl,796 CC,46.3 bhp,5.0,,19.7,796.0,46.3,,West Bengal,1576.62,1576.62,13,2,7.558099337216773,labeled_for_modeling
Toyota Innova 2.5 VX (Diesel) 7 Seater,Coimbatore,18380.19,2015,67585,Diesel,Manual,First,12.99 kmpl,2494 CC,100.6 bhp,7.0,,12.99,2494.0,100.6,,Tamil Nadu,2130.42,2130.42,5,1,9.819028733179426,labeled_for_modeling
Hyundai i10 Sportz 1.2 AT,Mumbai,3832.4,2010,57000,Petrol,Automatic,Second,16.95 kmpl,1197 CC,78.9 bhp,5.0,,16.95,1197.0,78.9,,Maharashtra,2736.81,2736.81,10,2,8.251246517776718,labeled_for_modeling
Honda City i-VTEC CVT V,Kochi,17874.31,2019,22321,Petrol,Automatic,First,18.0 kmpl,1497 CC,117.3 bhp,5.0,13.4 Lakh,18.0,1497.0,117.3,1340.0,Kerala,3133.18,3133.18,1,1,9.791119765418554,labeled_for_modeling
Maruti Zen LX,Jaipur,812.47,1998,95150,Petrol,Manual,Third,17.3 kmpl,993 CC,60 bhp,5.0,,17.3,993.0,60.0,,Rajasthan,1723.88,1723.88,22,3,6.700078990445296,labeled_for_modeling
Maruti Wagon R LXI BS IV,Kolkata,4752.18,2015,36428,Petrol,Manual,First,20.51 kmpl,998 CC,67.04 bhp,5.0,,20.51,998.0,67.04,,West Bengal,1139.88,1139.88,5,1,8.466358739112977,labeled_for_modeling
Ford Figo Diesel Titanium,Hyderabad,3985.7,2012,73500,Diesel,Manual,Second,20.0 kmpl,1399 CC,68 bhp,5.0,,20.0,1399.0,68.0,,Telangana,1515.1,1515.1,8,2,8.290468234518329,labeled_for_modeling
Honda Amaze S i-Vtech,Kochi,7802.77,2015,47234,Petrol,Manual,First,18.0 kmpl,1198 CC,86.7 bhp,5.0,,18.0,1198.0,86.7,,Kerala,2222.0,2222.0,5,1,8.962234077839716,labeled_for_modeling
Hyundai Accent GLE,Hyderabad,3525.81,2008,62364,Petrol,Manual,First,13.2 kmpl,1495 CC,94 bhp,5.0,,13.2,1495.0,94.0,,Telangana,3386.01,3386.01,12,1,8.167865476083369,labeled_for_modeling
Hyundai Verna 1.6 SX CRDi (O),Pune,9197.76,2012,89000,Diesel,Manual,First,22.32 kmpl,1582 CC,126.32 bhp,5.0,,22.32,1582.0,126.32,,Maharashtra,1681.38,1681.38,8,1,9.126715255130618,labeled_for_modeling
Maruti Swift ZDi,Ahmedabad,6745.02,2013,58653,Diesel,Manual,First,25.2 kmpl,1248 CC,74 bhp,5.0,,25.2,1248.0,74.0,,Gujarat,1697.08,1697.08,7,1,8.816559733796838,labeled_for_modeling
Mercedes-Benz B Class B180,Delhi,16862.56,2013,30000,Petrol,Automatic,Second,14.8 kmpl,1595 CC,120.7 bhp,5.0,,14.8,1595.0,120.7,,Delhi,3418.5,3418.5,7,2,9.732851058700934,labeled_for_modeling
Chevrolet Cruze LTZ,Coimbatore,8737.87,2014,64042,Diesel,Manual,First,17.3 kmpl,1998 CC,163.7 bhp,5.0,,17.3,1998.0,163.7,,Tamil Nadu,1942.41,1942.41,6,1,9.07542173185436,labeled_for_modeling
Skoda Laura Ambiente 2.0 TDI CR AT,Chennai,10654.07,2013,120000,Diesel,Automatic,First,20.0 kmpl,1968 CC,138.1 bhp,5.0,,20.0,1968.0,138.1,,Tamil Nadu,1754.4,1754.4,7,1,9.273697257757593,labeled_for_modeling
Mahindra Scorpio VLX 2WD BSIV,Hyderabad,12110.38,2014,90000,Diesel,Manual,First,12.05 kmpl,2179 CC,120 bhp,8.0,,12.05,2179.0,120.0,,Telangana,1861.56,1861.56,6,1,9.401818215080425,labeled_for_modeling
BMW X1 xDrive 20d xLine,Kochi,44915.73,2018,30733,Diesel,Automatic,First,20.68 kmpl,1995 CC,190 bhp,5.0,,20.68,1995.0,190.0,,Kerala,3081.56,3081.56,2,1,10.712543346453415,labeled_for_modeling
Mercedes-Benz E-Class 2009-2013 E350 Petrol,Kolkata,15697.51,2009,43600,Petrol,Automatic,First,10.93 kmpl,3498 CC,272 bhp,5.0,,10.93,3498.0,272.0,,West Bengal,1576.62,1576.62,11,1,9.661257380032177,labeled_for_modeling
Skoda Superb Elegance 1.8 TSI AT,Pune,8201.34,2010,71473,Petrol,Automatic,Second,13.7 kmpl,1798 CC,157.75 bhp,5.0,,13.7,1798.0,157.75,,Maharashtra,2736.81,2736.81,10,2,9.012052834535774,labeled_for_modeling
Honda Brio VX AT,Mumbai,5350.03,2014,39000,Petrol,Automatic,Second,16.5 kmpl,1198 CC,86.8 bhp,5.0,,16.5,1198.0,86.8,,Maharashtra,1992.54,1992.54,6,2,8.584857447350966,labeled_for_modeling
Hyundai i10 Magna 1.2,Hyderabad,4368.94,2009,84045,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5.0,,20.36,1197.0,78.9,,Telangana,3386.01,3386.01,11,1,8.382275695737428,labeled_for_modeling
Honda City i VTEC SV,Mumbai,8201.34,2014,57004,Petrol,Manual,First,17.4 kmpl,1497 CC,117.3 bhp,5.0,,17.4,1497.0,117.3,,Maharashtra,1992.54,1992.54,6,1,9.012052834535774,labeled_for_modeling
Ford Figo Petrol ZXI,Coimbatore,5549.32,2012,75464,Petrol,Manual,First,15.6 kmpl,1196 CC,70 bhp,5.0,,15.6,1196.0,70.0,,Tamil Nadu,1580.1,1580.1,8,1,8.62143067671146,labeled_for_modeling
Toyota Innova 2.5 G4 Diesel 7-seater,Hyderabad,9581.0,2006,142000,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,7.0,,12.8,2494.0,102.0,,Telangana,3386.01,3386.01,14,1,9.167537249650874,labeled_for_modeling
Mahindra Verito 1.5 D6 BSIV,Kochi,4890.14,2012,118683,Diesel,Manual,Second,21.0 kmpl,1461 CC,64.1 bhp,5.0,,21.0,1461.0,64.1,,Kerala,1654.71,1654.71,8,2,8.494976211915942,labeled_for_modeling
Mahindra KUV 100 G80 K8 Dual Tone,Delhi,8431.28,2018,42000,Petrol,Manual,First,18.15 kmpl,1198 CC,82 bhp,6.0,7.96 Lakh,18.15,1198.0,82.0,796.0,Delhi,5080.95,5080.95,2,1,9.039703878140989,labeled_for_modeling
Hyundai i20 Sportz Option 1.2,Kochi,11757.8,2019,12800,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5.0,,18.6,1197.0,81.83,,Kerala,3133.18,3133.18,1,1,9.372272129122008,labeled_for_modeling
Tata New Safari EX 4x2,Jaipur,8431.28,2011,80000,Petrol,Manual,First,12.0 kmpl,2092 CC,127 bhp,7.0,,12.0,2092.0,127.0,,Rajasthan,857.88,857.88,9,1,9.039703878140989,labeled_for_modeling
Maruti Swift Dzire VDi,Hyderabad,10117.54,2014,76126,Diesel,Manual,First,19.3 kmpl,1248 CC,73.9 bhp,5.0,,19.3,1248.0,73.9,,Telangana,1861.56,1861.56,6,1,9.222025830288041,labeled_for_modeling
BMW X5 xDrive 30d M Sport,Chennai,84312.8,2017,21000,Diesel,Automatic,Second,15.97 kmpl,2993 CC,258 bhp,5.0,,15.97,2993.0,258.0,,Tamil Nadu,2629.14,2629.14,3,2,11.342288971135034,labeled_for_modeling
Audi A6 2011-2015 2.0 TDI Premium Plus,Pune,32192.16,2013,85000,Diesel,Automatic,First,17.68 kmpl,1968 CC,174.33 bhp,5.0,,17.68,1968.0,174.33,,Maharashtra,1878.92,1878.92,7,1,10.379478223625986,labeled_for_modeling
Maruti Baleno Delta 1.2,Jaipur,6898.32,2017,27000,Petrol,Manual,First,21.4 kmpl,1197 CC,83.1 bhp,5.0,,21.4,1197.0,83.1,,Rajasthan,1480.47,1480.47,3,1,8.839033182678838,labeled_for_modeling
Hyundai Santa Fe 4WD AT,Coimbatore,31686.28,2016,45794,Diesel,Automatic,First,13.01 kmpl,2199 CC,194.3 bhp,7.0,,13.01,2199.0,194.3,,Tamil Nadu,2348.93,2348.93,4,1,10.363639058606164,labeled_for_modeling
Chevrolet Cruze LTZ AT,Hyderabad,9964.24,2013,57352,Diesel,Automatic,First,14.39 kmpl,1998 CC,163.7 bhp,5.0,,14.39,1998.0,163.7,,Telangana,1682.43,1682.43,7,1,9.206757962804154,labeled_for_modeling
Mercedes-Benz E-Class 2015-2017 E250 Edition E,Coimbatore,58221.82,2018,41467,Diesel,Automatic,First,15.0 kmpl,2143 CC,204 bhp,5.0,,15.0,2143.0,204.0,,Tamil Nadu,2915.6,2915.6,2,1,10.972015477546151,labeled_for_modeling
Hyundai Santro Xing GLS,Mumbai,2222.79,2009,42000,Petrol,Manual,First,17.92 kmpl,1086 CC,62.1 bhp,5.0,,17.92,1086.0,62.1,,Maharashtra,2736.81,2736.81,11,1,7.706518442565343,labeled_for_modeling
Maruti Wagon R LXI CNG,Delhi,4522.23,2014,62549,CNG,Manual,First,26.6 kmpl,998 CC,58.16 bhp,5.0,,26.6,998.0,58.16,,Delhi,3708.14,3708.14,6,1,8.416760513994708,labeled_for_modeling
Maruti Ciaz VDi Plus SHVS,Hyderabad,12110.38,2015,67048,Diesel,Manual,First,28.09 kmpl,1248 CC,88.5 bhp,5.0,,28.09,1248.0,88.5,,Telangana,2112.6,2112.6,5,1,9.401818215080425,labeled_for_modeling
Honda City i-VTEC V,Kochi,15436.91,2018,11732,Petrol,Manual,First,17.4 kmpl,1497 CC,117.3 bhp,5.0,11.88 Lakh,17.4,1497.0,117.3,1188.0,Kerala,3081.56,3081.56,2,1,9.6445166740165,labeled_for_modeling
Nissan Terrano XL Plus ICC WT20 SE,Mumbai,9964.24,2016,37000,Diesel,Manual,First,20.45 kmpl,1461 CC,83.8 bhp,5.0,,20.45,1461.0,83.8,,Maharashtra,2455.89,2455.89,4,1,9.206757962804154,labeled_for_modeling
BMW 3 Series 320d Prestige,Hyderabad,33725.12,2015,30000,Diesel,Automatic,First,18.88 kmpl,1995 CC,184 bhp,5.0,,18.88,1995.0,184.0,,Telangana,2112.6,2112.6,5,1,10.42599823926088,labeled_for_modeling
Honda City i DTEC V,Hyderabad,14946.36,2016,53000,Diesel,Manual,First,26.0 kmpl,1498 CC,98.6 bhp,5.0,,26.0,1498.0,98.6,,Telangana,2390.93,2390.93,4,1,9.61222307091232,labeled_for_modeling
Nissan Terrano XL Plus 85 PS,Jaipur,9197.76,2014,60000,Diesel,Manual,First,20.45 kmpl,1461 CC,83.8 bhp,5.0,,20.45,1461.0,83.8,,Rajasthan,1146.44,1146.44,6,1,9.126715255130618,labeled_for_modeling
Hyundai Grand i10 CRDi Sportz,Delhi,6116.51,2014,65000,Diesel,Manual,First,24.0 kmpl,1120 CC,70 bhp,5.0,,24.0,1120.0,70.0,,Delhi,3708.14,3708.14,6,1,8.718746951407567,labeled_for_modeling
Hyundai Santro Xing XL eRLX Euro III,Ahmedabad,2682.68,2008,51000,Petrol,Manual,First,17.0 kmpl,1086 CC,null bhp,5.0,,17.0,1086.0,94.0,,Gujarat,3109.86,3109.86,12,1,7.894571573837986,labeled_for_modeling
Toyota Fortuner 4x2 AT,Delhi,30275.96,2015,92000,Diesel,Automatic,First,12.55 kmpl,2982 CC,168.5 bhp,7.0,,12.55,2982.0,168.5,,Delhi,4053.92,4053.92,5,1,10.318109277249693,labeled_for_modeling
Toyota Innova Crysta 2.4 VX MT,Kolkata,25983.67,2017,31000,Diesel,Manual,First,13.68 kmpl,2393 CC,147.8 bhp,7.0,21.36 Lakh,13.68,2393.0,147.8,2136.0,West Bengal,1371.02,1371.02,3,1,10.165223542757605,labeled_for_modeling
Maruti Baleno Zeta 1.2,Chennai,10424.13,2017,43917,Petrol,Manual,First,21.4 kmpl,1197 CC,83.1 bhp,5.0,,21.4,1197.0,83.1,,Tamil Nadu,2629.14,2629.14,3,1,9.251878589947177,labeled_for_modeling
Hyundai Santro Xing XL eRLX Euro III,Kolkata,1517.63,2007,46707,Petrol,Manual,First,17.0 kmpl,1086 CC,null bhp,5.0,,17.0,1086.0,94.0,,West Bengal,1576.62,1576.62,13,1,7.324905186480242,labeled_for_modeling
Hyundai i10 Sportz 1.1L,Pune,4522.23,2013,84000,Petrol,Manual,First,19.81 kmpl,1086 CC,68.05 bhp,5.0,,19.81,1086.0,68.05,,Maharashtra,1878.92,1878.92,7,1,8.416760513994708,labeled_for_modeling
Audi Q7 3.0 TDI Quattro Premium Plus,Coimbatore,65656.68,2015,55662,Diesel,Automatic,First,12.07 kmpl,2967 CC,241.4 bhp,7.0,,12.07,2967.0,241.4,,Tamil Nadu,2130.42,2130.42,5,1,11.09219462626822,labeled_for_modeling
Volvo S60 D4 Momentum,Hyderabad,32958.64,2014,51000,Diesel,Automatic,First,27.03 kmpl,1969 CC,190 bhp,5.0,45.67 Lakh,27.03,1969.0,190.0,4567.0,Telangana,1861.56,1861.56,6,1,10.40300872103618,labeled_for_modeling
Honda City i VTEC V,Jaipur,12110.38,2015,24398,Petrol,Manual,First,17.8 kmpl,1497 CC,117.3 bhp,5.0,,17.8,1497.0,117.3,,Rajasthan,1251.39,1251.39,5,1,9.401818215080425,labeled_for_modeling
Maruti Alto K10 2010-2014 VXI,Hyderabad,3525.81,2011,78000,Petrol,Manual,Second,20.92 kmpl,998 CC,67.1 bhp,5.0,,20.92,998.0,67.1,,Telangana,1366.82,1366.82,9,2,8.167865476083369,labeled_for_modeling
